rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
[7.11 7.11 8.92],27740,8669,8535,10536,12,5,2,5,31,31,50,0.0011175198269646716,0.0018024513338139871,3
[7.11 8.09 0.59],18738,8410,9642,686,8,6,1,1,23,19,29,0.0010139822819938097,0.001547657167253709,2
[7.11 8.09 2.24],21002,8674,9653,2675,7,4,2,1,20,20,34,0.00095229025807066,0.0016188934387201216,3
[7.11 8.09 4.  ],22898,8604,9667,4627,9,5,2,2,25,25,44,0.0010917984103415146,0.0019215652022010656,3
[7.11 8.09 6.79],26392,8607,9620,8165,14,8,2,4,38,30,55,0.0011367080933616248,0.0020839648378296453,2
[7.11 8.09 7.11],27000,8578,9751,8671,10,4,2,4,26,26,44,0.0009629629629629631,0.0016296296296296295,3
[7.11 8.09 8.09],28087,8567,9672,9848,11,4,2,5,28,28,49,0.000996902481575106,0.0017445793427564354,3
[7.11 8.09 8.92],28778,8507,9610,10661,12,4,3,5,31,31,55,0.001077211758982556,0.0019111821530335676,3
[7.11 8.92 0.59],20085,8669,10681,735,7,4,2,1,20,20,37,0.0009957679860592482,0.0018421707742096085,3
[7.11 8.92 2.24],21885,8626,10612,2647,9,5,3,1,26,22,48,0.0010052547406899702,0.0021932830705962986,2
[7.11 8.92 4.  ],24055,8428,10807,4820,11,5,3,3,30,27,50,0.0011224277696944502,0.002078569943878612,1
[7.11 8.92 6.79],27284,8408,10776,8100,12,5,3,4,32,27,54,0.0009895909690661193,0.0019791819381322386,2
[7.11 8.92 7.11],27808,8609,10650,8549,10,4,2,4,26,22,47,0.0007911392405063291,0.0016901611047180668,2
[7.11 8.92 8.09],28940,8451,10774,9715,12,4,3,5,31,31,58,0.0010711817553559087,0.0020041465100207327,3
[7.11 8.92 8.92],30008,8462,10704,10842,14,7,2,5,37,31,55,0.0010330578512396695,0.0018328445747800585,2
[8.09 0.59 0.59],11002,9561,737,704,5,4,0,1,14,14,21,0.0012724959098345755,0.0019087438647518637,1
[8.09 0.59 2.24],13060,9646,733,2681,8,5,2,1,23,17,27,0.0013016845329249618,0.0020673813169984692,0
[8.09 0.59 4.  ],15422,9741,736,4945,8,4,1,3,21,21,29,0.0013616910906497214,0.0018804305537543765,3
[8.09 0.59 6.79],18412,9531,691,8190,10,5,1,4,26,26,38,0.0014121225287855744,0.0020638713882250707,3
[8.09 0.59 7.11],19006,9697,790,8519,10,5,1,4,26,26,37,0.001367989056087551,0.001946753656739977,3
[8.09 0.59 8.09],20048,9671,690,9687,10,6,0,4,26,22,38,0.001097366320830008,0.0018954509177972864,2
[8.09 0.59 8.92],21310,9820,748,10742,12,5,1,6,30,30,43,0.0014077897700610045,0.0020178320037541058,3
[8.09 2.24 0.59],13170,9830,2630,710,6,5,0,1,17,16,22,0.0012148823082763858,0.0016704631738800305,2
[8.09 2.24 2.24],15141,9739,2732,2670,6,4,1,1,17,17,23,0.0011227792087708868,0.0015190542236312,3
[8.09 2.24 4.  ],17238,9681,2694,4863,8,5,1,2,22,22,31,0.0012762501450284255,0.0017983524770855085,3
[8.09 2.24 6.79],20728,9789,2751,8188,8,4,1,3,21,21,31,0.0010131223465843304,0.0014955615592435352,3
[8.09 2.24 7.11],21039,9801,2729,8509,11,6,1,4,29,29,42,0.0013783925091496744,0.0019962925994581487,3
[8.09 2.24 8.09],22143,9812,2719,9612,11,5,1,5,28,28,40,0.0012645079709163167,0.0018064399584518808,3
[8.09 2.24 8.92],23105,9694,2723,10688,11,5,1,5,28,28,41,0.001211858904998918,0.0017745076823198441,3
[8.09 4.   0.59],15231,9614,4855,762,7,5,1,1,20,20,30,0.001313111417503775,0.0019696671262556626,3
[8.09 4.   2.24],17234,9740,4801,2693,7,5,1,1,20,17,28,0.0009864221886967622,0.0016246953696181965,2
[8.09 4.   4.  ],19237,9729,4719,4789,8,5,1,2,22,22,32,0.0011436294640536464,0.001663461038623486,3
[8.09 4.   6.79],22536,9676,4716,8144,10,5,1,4,26,26,37,0.0011537096201632946,0.0016418175363862265,3
[8.09 4.   7.11],23320,9956,4845,8519,11,5,1,5,28,28,42,0.0012006861063464838,0.0018010291595197253,3
[8.09 4.   8.09],24360,9679,4857,9824,11,5,1,5,28,28,42,0.0011494252873563216,0.0017241379310344827,3
[8.09 4.   8.92],25454,9875,4840,10739,11,5,1,5,28,28,41,0.0011000235719336843,0.0016107488017600374,3
[8.09 6.79 0.59],18439,9624,8086,729,9,5,2,2,25,23,38,0.0012473561472964912,0.002060849286837681,1
[8.09 6.79 2.24],20341,9606,8016,2719,9,5,3,1,26,26,48,0.0012782065778476966,0.002359765989872671,3
[8.09 6.79 4.  ],22880,9753,8269,4858,10,6,2,2,28,23,45,0.0010052447552447554,0.001966783216783217,2
[8.09 6.79 6.79],25914,9844,7949,8121,11,5,2,4,29,29,48,0.001119086208227213,0.0018522806205140078,3
[8.09 6.79 7.11],26583,9714,8365,8504,11,5,1,5,28,26,44,0.0009780686905164957,0.001655193168566377,2
[8.09 6.79 8.09],27588,9718,8154,9716,13,5,2,6,33,33,55,0.0011961722488038275,0.001993620414673046,3
[8.09 6.79 8.92],28515,9773,8060,10682,12,5,2,5,31,31,53,0.0010871471155532175,0.0018586708749780817,3
[8.09 7.11 0.59],18852,9569,8567,716,7,4,1,2,19,18,25,0.0009548058561425844,0.0013261192446424785,1
[8.09 7.11 2.24],20738,9707,8385,2646,8,5,2,1,23,23,43,0.001109075127784743,0.002073488282380172,3
[8.09 7.11 4.  ],23049,9647,8536,4866,9,5,2,2,25,21,37,0.0009111024339450737,0.001605275716950844,2
[8.09 7.11 6.79],26021,9550,8418,8053,16,9,3,4,44,35,56,0.0013450674455247685,0.0021521079128396297,2
[8.09 7.11 7.11],26696,9670,8439,8587,11,5,2,4,29,29,49,0.001086305064429128,0.0018354809709319746,3
[8.09 7.11 8.09],27837,9676,8548,9613,12,5,2,5,31,31,51,0.0011136257499012106,0.0018320939756439273,3
[8.09 7.11 8.92],28645,9644,8514,10487,13,5,3,5,34,34,61,0.0011869436201780415,0.00212951649502531,3
[8.09 8.09 0.59],20089,9688,9665,736,8,5,2,1,23,23,40,0.001144905171984668,0.001991139429538553,3
[8.09 8.09 2.24],22008,9745,9641,2622,9,5,2,2,25,24,42,0.0010905125408942203,0.0019083969465648852,1
[8.09 8.09 4.  ],24481,9799,9837,4845,12,7,2,3,33,27,46,0.0011028961235243658,0.0018790082104489195,2
[8.09 8.09 6.79],27506,9646,9695,8165,11,5,2,4,29,29,53,0.001054315422089726,0.0019268523231294988,3
[8.09 8.09 7.11],27911,9686,9703,8522,11,5,1,5,28,27,46,0.0009673605388556485,0.0016480957328651785,1
[8.09 8.09 8.09],29096,9845,9631,9620,12,5,2,5,31,27,55,0.0009279626065438547,0.00189029419851526,2
[8.09 8.09 8.92],30081,9722,9726,10633,14,5,3,6,36,36,63,0.0011967687244440013,0.002094345267777002,3
[8.09 8.92 0.59],21263,9835,10752,676,8,5,2,1,23,23,39,0.0010816912006772327,0.0018341720359309603,3
[8.09 8.92 2.24],23381,9666,10930,2785,9,5,3,1,26,26,48,0.001112014028484667,0.0020529489756640007,3
[8.09 8.92 4.  ],25170,9679,10571,4920,9,5,2,2,25,25,40,0.0009932459276916963,0.0015891934843067146,1
[8.09 8.92 6.79],28301,9652,10654,7995,13,5,4,4,35,31,56,0.0010953676548531854,0.001978728666831561,1
[8.09 8.92 7.11],28936,9753,10528,8655,11,4,3,4,29,29,53,0.0010022117777163397,0.0018316284213436551,3
[8.09 8.92 8.09],30135,9701,10780,9654,11,5,2,4,29,29,51,0.0009623361539737846,0.0016923842707814833,3
[8.09 8.92 8.92],31025,9725,10606,10694,15,5,4,6,39,35,68,0.0011281224818694602,0.0021917808219178076,1
[8.92 0.59 0.59],12018,10620,653,745,7,6,0,1,20,20,30,0.0016641704110500915,0.002496255616575137,1
[8.92 0.59 2.24],14002,10665,719,2618,8,5,1,2,22,22,31,0.001571204113698043,0.002213969432938152,3
[8.92 0.59 4.  ],16274,10742,737,4795,8,5,1,2,22,22,32,0.0013518495760108148,0.0019663266560157305,3
[8.92 0.59 6.79],19513,10647,660,8206,10,5,1,4,26,26,37,0.0013324450366422385,0.0018961717829139551,3
[8.92 0.59 7.11],19992,10790,702,8500,9,5,1,3,24,24,36,0.0012004801920768304,0.001800720288115246,3
[8.92 0.59 8.09],21001,10528,734,9739,11,5,1,5,28,28,40,0.0013332698442931287,0.0019046712061330413,3
[8.92 0.59 8.92],22439,11008,697,10734,12,5,2,5,31,27,45,0.0012032621774588884,0.002005436962431481,2
[8.92 2.24 0.59],14061,10728,2611,722,7,5,1,1,20,20,28,0.0014223739421093805,0.0019913235189531328,3
[8.92 2.24 2.24],16014,10712,2624,2678,7,5,1,1,20,20,28,0.0012489072061945795,0.0017484700886724114,3
[8.92 2.24 4.  ],18112,10604,2688,4820,10,6,1,3,27,27,39,0.0014907243816254414,0.002153268551236749,3
[8.92 2.24 6.79],21549,10662,2702,8185,11,6,1,4,29,29,42,0.0013457701053413151,0.0019490463594598359,3
[8.92 2.24 7.11],21840,10679,2677,8484,11,6,1,4,29,26,38,0.0011904761904761904,0.00173992673992674,2
[8.92 2.24 8.09],22964,10660,2671,9633,12,6,1,5,31,31,45,0.001349939035011322,0.001959588921790629,3
[8.92 2.24 8.92],24031,10693,2682,10656,11,5,1,5,28,28,40,0.0011651616661811823,0.001664516665973118,3
[8.92 4.   0.59],16164,10698,4745,721,7,5,1,1,20,20,29,0.0012373174956693887,0.0017941103687206137,3
[8.92 4.   2.24],18295,10862,4778,2655,8,6,1,1,23,20,30,0.0010931948619841486,0.001639792292976223,2
[8.92 4.   4.  ],20310,10706,4816,4788,7,4,1,2,19,17,30,0.0008370260955194485,0.0014771048744460858,2
[8.92 4.   6.79],23542,10765,4773,8004,11,5,1,5,28,28,45,0.0011893636904256222,0.0019114773596126075,3
[8.92 4.   7.11],24058,10552,4821,8685,11,6,1,4,29,27,40,0.0011222878044725246,0.001662648599218555,2
[8.92 4.   8.09],25373,10822,4648,9903,11,5,1,5,28,28,41,0.0011035352540101683,0.0016158909076577465,3
[8.92 4.   8.92],26166,10568,4875,10723,12,5,1,6,30,30,47,0.0011465260261407934,0.0017962241076205766,3
[8.92 6.79 0.59],19385,10685,8037,663,8,5,2,1,23,22,38,0.0011348981171008512,0.0019602785659014704,1
[8.92 6.79 2.24],21643,10632,8227,2784,8,5,2,1,23,23,38,0.0010626992561105207,0.0017557639883565125,3
[8.92 6.79 4.  ],23726,10754,8151,4821,10,5,2,3,27,27,46,0.0011379920762033212,0.0019388013150130655,3
[8.92 6.79 6.79],26854,10751,7953,8150,11,5,2,4,29,29,49,0.0010799136069114474,0.0018246816116779625,3
[8.92 6.79 7.11],27419,10716,8157,8546,10,4,2,4,26,23,44,0.0008388343849155696,0.0016047266494036982,2
[8.92 6.79 8.09],28653,10842,8183,9628,13,7,1,5,34,29,55,0.0010121104247373747,0.0019195197710536421,2
[8.92 6.79 8.92],29685,10640,8281,10764,14,7,2,5,37,32,55,0.001077985514569648,0.0018527876031665825,2
[8.92 7.11 0.59],19748,10557,8472,719,7,5,1,1,20,20,31,0.0010127607859023698,0.0015697792181486733,1
[8.92 7.11 2.24],21758,10639,8487,2632,8,5,2,1,23,23,43,0.0010570824524312897,0.001976284584980237,3
[8.92 7.11 4.  ],24222,10821,8632,4769,9,7,0,2,25,21,32,0.0008669804310131286,0.0013211130377342912,2
[8.92 7.11 6.79],27150,10614,8400,8136,12,6,2,4,32,32,59,0.0011786372007366482,0.002173112338858195,3
[8.92 7.11 7.11],27641,10648,8475,8518,12,5,2,5,31,31,53,0.001121522376180312,0.0019174414818566624,3
[8.92 7.11 8.09],28947,10687,8672,9588,11,5,2,4,29,29,51,0.001001830932393685,0.0017618406052440664,3
[8.92 7.11 8.92],30293,10893,8710,10690,12,5,2,5,31,27,51,0.0008912950186511737,0.001683557257452217,2
[8.92 8.09 0.59],20946,10749,9494,703,8,5,2,1,23,23,45,0.0010980616824214648,0.002148381552563735,3
[8.92 8.09 2.24],23078,10651,9760,2667,8,5,2,1,23,23,40,0.0009966201577259726,0.0017332524482190832,3
[8.92 8.09 4.  ],25250,10633,9828,4789,11,6,3,2,31,26,51,0.0010297029702970298,0.00201980198019802,2
[8.92 8.09 6.79],28400,10627,9670,8103,15,8,2,5,40,34,57,0.0011971830985915493,0.002007042253521127,2
[8.92 8.09 7.11],29186,10681,9774,8731,11,5,2,4,29,29,50,0.0009936270814774207,0.0017131501404783116,3
[8.92 8.09 8.09],30173,10744,9571,9858,12,5,2,5,31,31,53,0.0010274086103469991,0.0017565373015609985,3
[8.92 8.09 8.92],30945,10491,9722,10732,13,5,2,6,33,33,53,0.0010664081434803685,0.0017127161092260464,3
[8.92 8.92 0.59],22313,10743,10892,678,10,5,2,3,27,26,42,0.0011652399946219694,0.0018823107605431808,1
[8.92 8.92 2.24],24135,10764,10643,2728,11,7,2,2,31,26,48,0.0010772736689455148,0.0019888129272840273,2
[8.92 8.92 4.  ],26264,10852,10752,4660,12,8,2,2,34,27,52,0.0010280231495583307,0.0019798964361864148,2
[8.92 8.92 6.79],29288,10509,10794,7985,16,9,3,4,44,36,62,0.0012291723572794321,0.0021169079486479106,2
[8.92 8.92 7.11],30165,10803,10738,8624,14,6,3,5,37,37,66,0.0012265871042599038,0.002187966185977126,3
[8.92 8.92 8.09],30896,10537,10542,9817,13,5,3,5,34,34,61,0.001100466079751424,0.0019743656136716726,3
[8.92 8.92 8.92],31970,10668,10703,10599,13,5,3,5,34,34,61,0.001063497028464185,0.0019080387863622144,3
[0.59 0.59 0.59],2220,746,742,732,3,1,1,1,8,6,6,0.0027027027027027033,0.0027027027027027033,0
[0.59 0.59 2.24],4119,710,708,2701,3,1,1,1,8,6,8,0.0014566642388929353,0.0019422189851905805,0
[0.59 0.59 4.  ],6244,757,725,4762,4,1,1,2,10,9,10,0.001441383728379244,0.001601537475976938,2
[0.59 0.59 6.79],9614,735,732,8147,5,1,1,3,12,11,13,0.0011441647597254007,0.0013521947160391097,2
[0.59 0.59 7.11],10029,739,697,8593,6,1,1,4,14,13,17,0.0012962409013859805,0.0016950842556585901,2
[0.59 0.59 8.09],10930,683,743,9504,7,1,1,5,16,15,19,0.0013723696248856359,0.0017383348581884721,2
[0.59 0.59 8.92],12197,696,712,10789,6,1,0,5,13,13,18,0.0010658358612773632,0.001475772730999426,2
[0.59 2.24 0.59],4173,723,2772,678,3,1,1,1,8,6,7,0.0014378145219266715,0.0016774502755811168,0
[0.59 2.24 2.24],6003,684,2646,2673,3,1,1,1,8,7,7,0.0011660836248542394,0.0011660836248542394,2
[0.59 2.24 4.  ],8284,707,2697,4880,4,1,1,2,10,9,10,0.0010864316755190727,0.0012071463061323034,2
[0.59 2.24 6.79],11588,701,2694,8193,6,1,1,4,14,13,17,0.0011218501898515706,0.0014670348636520536,2
[0.59 2.24 7.11],11724,659,2639,8426,6,1,1,4,14,13,16,0.001108836574547936,0.001364721937905152,2
[0.59 2.24 8.09],13031,678,2647,9706,8,1,1,6,18,17,22,0.0013045813828562658,0.0016882817895786972,2
[0.59 2.24 8.92],14351,713,2734,10904,7,1,1,5,16,15,19,0.0010452233293847119,0.0013239495505539686,2
[0.59 4.   0.59],6181,715,4770,696,4,1,1,2,10,9,10,0.0014560750687591007,0.0016178611875101116,1
[0.59 4.   2.24],8246,712,4863,2671,3,1,1,1,8,7,9,0.0008488964346349745,0.00109143827310211,2
[0.59 4.   4.  ],10153,667,4721,4765,4,1,1,2,10,9,10,0.0008864375061558162,0.0009849305623953512,2
[0.59 4.   6.79],13767,734,4916,8117,6,1,1,4,14,13,16,0.0009442870632672332,0.0011621994624827485,2
[0.59 4.   7.11],13885,731,4715,8439,6,1,1,4,14,13,16,0.0009362621534029528,0.0011523226503420956,2
[0.59 4.   8.09],15309,748,4867,9694,6,1,1,4,14,14,21,0.0009144947416552356,0.0013717421124828533,3
[0.59 4.   8.92],16187,782,4699,10706,8,1,1,6,18,17,22,0.0010502254895904124,0.001359115339469945,2
[0.59 6.79 0.59],9511,674,8139,698,5,1,2,2,13,11,17,0.0011565555672379349,0.0017874040584586266,1
[0.59 6.79 2.24],11459,761,8014,2684,5,2,2,1,14,11,18,0.0009599441487040754,0.0015708176978793964,2
[0.59 6.79 4.  ],13904,714,8227,4963,5,1,2,2,13,11,19,0.0007911392405063291,0.0013665132336018412,2
[0.59 6.79 6.79],16943,694,8125,8124,7,1,2,4,17,15,25,0.0008853213716579117,0.001475535619429853,2
[0.59 6.79 7.11],17417,755,8099,8563,7,1,2,4,17,17,33,0.0009760578744904405,0.001894700579893208,3
[0.59 6.79 8.09],18632,726,8226,9680,7,1,2,4,17,17,27,0.0009124087591240877,0.0014491197939029627,3
[0.59 6.79 8.92],19536,689,8185,10662,6,1,1,4,14,14,22,0.0007166257166257166,0.001126126126126126,3
[0.59 7.11 0.59],9881,708,8477,696,4,1,2,1,11,10,15,0.0010120433154539015,0.001518064973180852,1
[0.59 7.11 2.24],11895,723,8533,2639,6,2,3,1,17,11,15,0.000924758301807482,0.0012610340479192938,0
[0.59 7.11 4.  ],14183,703,8698,4782,5,1,2,2,13,13,27,0.0009165902841429881,0.001903687513220052,3
[0.59 7.11 6.79],17359,656,8456,8247,7,1,2,4,17,17,29,0.0009793190852007603,0.0016706031453424734,3
[0.59 7.11 7.11],17777,705,8469,8603,9,1,4,4,23,17,30,0.0009562918377679023,0.0016875738313551216,0
[0.59 7.11 8.09],19118,700,8575,9843,8,1,2,5,19,17,32,0.0008892143529657914,0.0016738152526414895,2
[0.59 7.11 8.92],19828,697,8496,10635,8,1,2,5,19,17,35,0.0008573734113375025,0.0017651805527536817,2
[0.59 8.09 0.59],11354,673,9962,719,5,2,2,1,14,11,20,0.0009688215606834595,0.0017614937466971991,2
[0.59 8.09 2.24],13102,673,9630,2799,5,2,2,1,14,11,19,0.0008395664784002443,0.0014501602808731492,2
[0.59 8.09 4.  ],15199,694,9660,4845,5,1,2,2,13,12,23,0.0007895256266859663,0.0015132574511481018,1
[0.59 8.09 6.79],18630,745,9700,8185,7,1,2,4,17,17,34,0.0009125067096081588,0.0018250134192163176,3
[0.59 8.09 7.11],19121,729,9740,8652,5,1,1,3,12,12,20,0.0006275822394226242,0.0010459703990377072,0
[0.59 8.09 8.09],19987,667,9621,9699,9,1,4,4,23,21,36,0.0010506829439135435,0.0018011707609946466,1
[0.59 8.09 8.92],20952,690,9642,10620,8,1,2,5,19,19,31,0.0009068346697212676,0.0014795723558610155,3
[0.59 8.92 0.59],12106,758,10570,778,7,1,3,3,18,16,30,0.001321658681645465,0.0024781100280852468,1
[0.59 8.92 2.24],14051,686,10710,2655,5,1,3,1,14,14,28,0.0009963703650985695,0.001992740730197139,3
[0.59 8.92 4.  ],16164,745,10574,4845,5,1,2,2,13,13,24,0.0008042563721851028,0.0014847809948032665,3
[0.59 8.92 6.79],19749,679,10808,8262,7,1,3,3,18,14,30,0.0007088966529950883,0.0015190642564180464,0
[0.59 8.92 7.11],19838,723,10672,8443,8,2,2,4,20,17,33,0.000856941223913701,0.0016634741405383608,2
[0.59 8.92 8.09],21273,714,10797,9762,8,1,2,5,19,19,36,0.0008931509425092839,0.0016922859963333806,3
[0.59 8.92 8.92],22052,713,10836,10503,10,1,3,6,24,24,43,0.0010883366588064574,0.0019499365136949032,3
[2.24 0.59 0.59],4004,2679,625,700,3,1,1,1,8,7,7,0.0017482517482517485,0.0017482517482517485,1
[2.24 0.59 2.24],6101,2726,715,2660,3,1,1,1,8,8,8,0.0013112604491067035,0.0013112604491067035,3
[2.24 0.59 4.  ],8132,2652,711,4769,4,1,1,2,10,9,11,0.0011067388096409247,0.0013526807673389081,2
[2.24 0.59 6.79],11738,2694,756,8288,6,1,1,4,14,13,17,0.001107514056909184,0.0014482876128812405,2
[2.24 0.59 7.11],11961,2702,681,8578,6,1,1,4,14,13,16,0.0010868656466850597,0.0013376807959200735,2
[2.24 0.59 8.09],13195,2717,687,9791,6,1,1,4,14,13,17,0.0009852216748768472,0.001288366805608185,2
[2.24 0.59 8.92],14152,2713,751,10688,7,1,1,5,16,15,21,0.0010599208592425098,0.001483889202939514,2
[2.24 2.24 0.59],6116,2720,2708,688,3,1,1,1,8,8,8,0.0013080444735120995,0.0013080444735120995,3
[2.24 2.24 2.24],8153,2793,2741,2619,3,1,1,1,8,7,8,0.0008585796639273888,0.0009812339016313013,2
[2.24 2.24 4.  ],10145,2631,2699,4815,6,2,1,3,15,13,17,0.0012814194184327255,0.0016757023164120255,2
[2.24 2.24 6.79],13597,2703,2640,8254,6,1,1,4,14,14,17,0.0010296388909318231,0.0012502757961314994,3
[2.24 2.24 7.11],14065,2723,2727,8615,7,1,1,5,16,16,20,0.0011375755421258445,0.0014219694276573053,3
[2.24 2.24 8.09],14918,2572,2650,9696,7,1,1,5,16,15,21,0.0010054967153773962,0.001407695401528355,2
[2.24 2.24 8.92],16116,2674,2654,10788,7,1,1,5,16,16,21,0.0009928021841648052,0.0013030528667163069,3
[2.24 4.   0.59],8141,2655,4726,760,3,1,1,1,8,8,8,0.000982680260410269,0.000982680260410269,3
[2.24 4.   2.24],10130,2657,4860,2613,4,1,1,2,10,10,14,0.0009871668311944716,0.0013820335636722605,3
[2.24 4.   4.  ],12407,2726,4836,4845,4,1,1,2,10,10,11,0.0008059966148142178,0.0008865962762956396,3
[2.24 4.   6.79],15725,2726,4885,8114,6,1,1,4,14,14,22,0.000890302066772655,0.0013990461049284578,3
[2.24 4.   7.11],16064,2712,4819,8533,6,1,1,4,14,14,17,0.0008715139442231077,0.0010582669322709165,3
[2.24 4.   8.09],17100,2707,4740,9653,7,1,1,5,16,16,22,0.0009356725146198832,0.0012865497076023392,3
[2.24 4.   8.92],18358,2688,4766,10904,8,1,1,6,18,18,26,0.0009804989650288704,0.0014162762828194794,3
[2.24 6.79 0.59],11452,2680,8073,699,4,1,1,2,10,9,12,0.0007858889276982188,0.001047851903597625,1
[2.24 6.79 2.24],13858,2776,8335,2747,4,1,2,1,11,11,19,0.0007937653341030451,0.0013710492134507144,3
[2.24 6.79 4.  ],15854,2749,8250,4855,6,1,2,3,15,15,26,0.0009461334678945377,0.0016399646776838652,3
[2.24 6.79 6.79],19121,2630,8170,8321,9,2,2,5,22,19,38,0.0009936718790858222,0.0019873437581716443,2
[2.24 6.79 7.11],19251,2760,8091,8400,7,2,2,3,18,16,25,0.0008311256558100878,0.0012986338372032622,0
[2.24 6.79 8.09],20469,2718,8200,9551,7,1,1,5,16,16,27,0.0007816698422004006,0.001319067858713176,3
[2.24 6.79 8.92],21564,2685,8129,10750,9,1,2,6,21,21,33,0.0009738452977184196,0.001530328324986088,3
[2.24 7.11 0.59],11649,2624,8356,669,5,2,1,2,13,12,19,0.0010301313417460727,0.0016310412910979482,1
[2.24 7.11 2.24],13960,2714,8588,2658,4,1,2,1,11,11,23,0.0007879656160458453,0.0016475644699140402,3
[2.24 7.11 4.  ],16126,2736,8696,4694,4,1,1,2,10,10,18,0.0006201165819174004,0.0011162098474513207,3
[2.24 7.11 6.79],19448,2700,8549,8199,7,1,2,4,17,17,29,0.0008741258741258741,0.0014911559029206088,3
[2.24 7.11 7.11],19743,2700,8406,8637,8,1,2,5,19,19,30,0.0009623664083472623,0.0015195259079167302,3
[2.24 7.11 8.09],21058,2779,8693,9586,8,1,3,4,20,17,29,0.0008072941399943015,0.0013771488270491025,1
[2.24 7.11 8.92],21601,2631,8423,10547,9,2,2,5,22,20,33,0.0009258830609693996,0.0015277070505995093,2
[2.24 8.09 0.59],12920,2617,9599,704,6,2,2,2,16,15,19,0.0011609907120743036,0.0014705882352941176,1
[2.24 8.09 2.24],15469,2725,10061,2683,4,1,2,1,11,11,20,0.0007110996185920227,0.0012929083974400411,3
[2.24 8.09 4.  ],17225,2712,9696,4817,6,1,2,3,15,15,30,0.0008708272859216256,0.0017416545718432512,3
[2.24 8.09 6.79],20602,2715,9787,8100,7,1,2,4,17,16,33,0.0007766236287739055,0.00160178623434618,2
[2.24 8.09 7.11],20632,2654,9578,8400,8,2,2,4,20,20,37,0.0009693679720822023,0.0017933307483520746,3
[2.24 8.09 8.09],22302,2723,9778,9801,9,1,2,6,21,21,37,0.0009416195856873825,0.0016590440319253876,3
[2.24 8.09 8.92],22977,2662,9581,10734,8,1,2,5,19,19,34,0.0008269138703921313,0.0014797406101753929,3
[2.24 8.92 0.59],14029,2668,10667,694,6,1,2,3,15,13,20,0.0009266519352769263,0.001425618361964502,1
[2.24 8.92 2.24],15924,2616,10684,2624,6,2,2,2,16,16,30,0.0010047726701833712,0.0018839487565938207,3
[2.24 8.92 4.  ],18226,2733,10710,4783,6,1,3,2,16,16,31,0.0008778667837155713,0.0017008668934489193,3
[2.24 8.92 6.79],21536,2739,10692,8105,7,1,2,4,17,17,32,0.0007893759286775633,0.0014858841010401188,3
[2.24 8.92 7.11],21959,2793,10597,8569,7,1,2,4,17,17,34,0.0007741700441732318,0.001548340088346464,3
[2.24 8.92 8.09],22958,2723,10744,9491,9,1,3,5,22,22,42,0.0009582716264482967,0.001829427650492203,3
[2.24 8.92 8.92],24037,2581,10741,10715,9,1,3,5,22,22,42,0.0009152556475433707,0.0017473062362191624,3
[4.   0.59 0.59],6205,4838,683,684,5,3,1,1,14,11,14,0.0017727639000805805,0.0022562449637389204,0
[4.   0.59 2.24],8185,4806,729,2650,5,3,1,1,14,12,16,0.0014660965180207698,0.0019547953573610267,2
[4.   0.59 4.  ],10394,4862,718,4814,6,2,1,3,15,14,19,0.0013469309216855875,0.0018279776794304407,2
[4.   0.59 6.79],13847,4801,719,8327,7,2,1,4,17,15,23,0.0010832671336751642,0.0016610096049685852,2
[4.   0.59 7.11],13952,4735,702,8515,8,2,1,5,19,19,25,0.0013618119266055047,0.0017918577981651375,3
[4.   0.59 8.09],15221,4809,697,9715,8,2,1,5,19,18,25,0.001182576703238946,0.0016424676433874253,2
[4.   0.59 8.92],16380,4810,741,10829,9,3,1,5,22,20,28,0.001221001221001221,0.0017094017094017096,2
[4.   2.24 0.59],8229,4781,2705,743,4,2,1,1,11,10,14,0.0012152144853566655,0.0017013002794993314,1
[4.   2.24 2.24],10322,4821,2804,2697,5,2,2,1,14,10,15,0.000968804495252858,0.001453206742879287,0
[4.   2.24 4.  ],12205,4779,2688,4738,5,2,1,2,13,13,17,0.0010651372388365424,0.0013928717738631708,3
[4.   2.24 6.79],15580,4822,2674,8084,8,3,1,4,20,17,25,0.0010911424903722721,0.0016046213093709885,2
[4.   2.24 7.11],15989,4852,2626,8511,9,3,1,5,22,19,27,0.0011883169679154418,0.0016886609544061544,2
[4.   2.24 8.09],17386,4814,2777,9795,7,2,1,4,17,15,26,0.0008627631427585412,0.001495456114114805,2
[4.   2.24 8.92],18041,4694,2724,10623,8,2,1,5,19,19,25,0.0010531566986308964,0.0013857324981985475,3
[4.   4.   0.59],10194,4770,4724,700,4,2,1,1,11,11,14,0.001079066117323916,0.001373356876594075,3
[4.   4.   2.24],12236,4841,4743,2652,5,3,1,1,14,12,16,0.0009807126511932004,0.0013076168682576005,2
[4 4 4],14376,4738,4758,4880,5,2,1,2,13,13,19,0.0009042849193099609,0.0013216471897607126,3
[4.   4.   6.79],17610,4702,4781,8127,7,2,1,4,17,17,26,0.0009653605905735377,0.0014764338444065873,3
[4.   4.   7.11],17984,4837,4837,8310,9,3,1,5,22,22,31,0.0012233096085409252,0.0017237544483985766,3
[4.   4.   8.09],19405,4862,4816,9727,9,3,1,5,22,22,30,0.0011337284205101778,0.0015459933006956971,3
