context,rate,n_services,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,13
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,14
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,15
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,16
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,17
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,18
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,19
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,20
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,21
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,22
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,23
8,1.5,20,54,29,79,0.5370370370370371,0.3670886075949367,24
8,1.5,20,54,29,79,0.5370370370370371,0.3670886075949367,25
8,1.5,20,54,29,80,0.5370370370370371,0.3625,26
8,1.5,20,54,29,80,0.5370370370370371,0.3625,27
9,2,41,110,53,230,0.4818181818181818,0.23043478260869565,0
9,2,41,110,53,230,0.4818181818181818,0.23043478260869565,1
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,2
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,3
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,4
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,5
9,2,41,110,53,230,0.4818181818181818,0.23043478260869565,6
9,2,41,110,53,230,0.4818181818181818,0.23043478260869565,7
9,2,41,110,53,230,0.4818181818181818,0.23043478260869565,8
9,2,41,110,62,214,0.5636363636363636,0.2897196261682243,9
9,2,41,110,53,230,0.4818181818181818,0.23043478260869565,10
9,2,41,110,53,230,0.4818181818181818,0.23043478260869565,11
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,12
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,13
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,14
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,15
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,16
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,17
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,18
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,19
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,20
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,21
9,2,41,110,53,228,0.4818181818181818,0.2324561403508772,22
9,2,41,110,53,230,0.4818181818181818,0.23043478260869565,23
9,2,41,110,62,209,0.5636363636363636,0.2966507177033493,24
9,2,41,110,62,209,0.5636363636363636,0.2966507177033493,25
9,2,41,110,62,214,0.5636363636363636,0.2897196261682243,26
9,2,41,110,62,214,0.5636363636363636,0.2897196261682243,27
10,2.5,52,147,63,235,0.42857142857142855,0.2680851063829787,0
10,2.5,52,147,63,235,0.42857142857142855,0.2680851063829787,1
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,2
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,3
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,4
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,5
10,2.5,52,147,63,235,0.42857142857142855,0.2680851063829787,6
10,2.5,52,147,63,235,0.42857142857142855,0.2680851063829787,7
10,2.5,52,147,63,235,0.42857142857142855,0.2680851063829787,8
10,2.5,52,147,78,240,0.5306122448979592,0.325,9
10,2.5,52,147,63,235,0.42857142857142855,0.2680851063829787,10
10,2.5,52,147,63,235,0.42857142857142855,0.2680851063829787,11
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,12
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,13
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,14
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,15
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,16
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,17
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,18
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,19
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,20
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,21
10,2.5,52,147,63,234,0.42857142857142855,0.2692307692307692,22
10,2.5,52,147,63,235,0.42857142857142855,0.2680851063829787,23
10,2.5,52,147,78,233,0.5306122448979592,0.33476394849785407,24
10,2.5,52,147,78,233,0.5306122448979592,0.33476394849785407,25
10,2.5,52,147,78,240,0.5306122448979592,0.325,26
10,2.5,52,147,78,240,0.5306122448979592,0.325,27
11,3,69,191,86,373,0.450261780104712,0.23056300268096513,0
11,3,69,191,86,373,0.450261780104712,0.23056300268096513,1
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,2
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,3
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,4
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,5
11,3,69,191,86,373,0.450261780104712,0.23056300268096513,6
11,3,69,191,86,373,0.450261780104712,0.23056300268096513,7
11,3,69,191,86,373,0.450261780104712,0.23056300268096513,8
11,3,69,191,103,366,0.5392670157068062,0.2814207650273224,9
11,3,69,191,86,373,0.450261780104712,0.23056300268096513,10
11,3,69,191,86,373,0.450261780104712,0.23056300268096513,11
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,12
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,13
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,14
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,15
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,16
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,17
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,18
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,19
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,20
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,21
11,3,69,191,86,369,0.450261780104712,0.23306233062330622,22
11,3,69,191,86,373,0.450261780104712,0.23056300268096513,23
11,3,69,191,103,357,0.5392670157068062,0.28851540616246496,24
11,3,69,191,104,358,0.5445026178010471,0.2905027932960894,25
11,3,69,191,103,366,0.5392670157068062,0.2814207650273224,26
11,3,69,191,103,366,0.5392670157068062,0.2814207650273224,27
