context,rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
88,[2.24 8.09 7.11],20842,2680,9654,8508,13,2,6,5,34,28,56,0.001343441128490548,0.002686882256981096,1
88,[2.24 8.09 7.11],20842,2680,9654,8508,8,2,2,4,20,18,31,0.0008636407254582094,0.0014873812494002494,2
88,[2.24 8.09 7.11],20842,2680,9654,8508,9,2,3,4,23,23,44,0.0011035409269743786,0.0021111217733422896,3
89,[2.24 8.09 8.09],21984,2686,9559,9739,21,5,10,6,57,39,90,0.0017740174672489083,0.004093886462882096,0
89,[2.24 8.09 8.09],21984,2686,9559,9739,13,1,6,6,33,27,57,0.0012281659388646289,0.0025927947598253275,1
89,[2.24 8.09 8.09],21984,2686,9559,9739,10,3,2,5,25,21,39,0.000955240174672489,0.0017740174672489083,2
89,[2.24 8.09 8.09],21984,2686,9559,9739,8,1,2,5,19,19,32,0.0008642649199417759,0.001455604075691412,3
90,[2.24 8.09 8.92],23112,2649,9841,10622,14,1,8,5,37,21,56,0.0009086188992731049,0.0024229837313949464,0
90,[2.24 8.09 8.92],23112,2649,9841,10622,13,1,7,5,34,27,51,0.0011682242990654205,0.0022066458982346834,1
90,[2.24 8.09 8.92],23112,2649,9841,10622,9,2,2,5,22,19,33,0.0008220837660089996,0.0014278296988577363,2
90,[2.24 8.09 8.92],23112,2649,9841,10622,8,1,2,5,19,19,31,0.0008220837660089996,0.001341294565593631,3
91,[2.24 8.92 0.59],14168,2727,10701,740,8,3,4,1,23,17,38,0.0011998870694522868,0.0026821005081874645,0
91,[2.24 8.92 0.59],14168,2727,10701,740,7,1,3,3,18,15,30,0.0010587238848108413,0.0021174477696216825,1
91,[2.24 8.92 0.59],14168,2727,10701,740,7,3,3,1,20,16,32,0.001129305477131564,0.002258610954263128,2
91,[2.24 8.92 0.59],14168,2727,10701,740,5,1,3,1,14,14,28,0.0009881422924901185,0.001976284584980237,3
92,[2.24 8.92 2.24],16004,2742,10627,2635,10,5,3,2,28,21,45,0.0013121719570107473,0.002811797050737316,0
92,[2.24 8.92 2.24],16004,2742,10627,2635,9,1,5,3,24,20,36,0.0012496875781054736,0.0022494376405898524,1
92,[2.24 8.92 2.24],16004,2742,10627,2635,6,2,3,1,17,14,33,0.0008747813046738316,0.0020619845038740317,2
92,[2.24 8.92 2.24],16004,2742,10627,2635,5,1,3,1,14,14,28,0.0008747813046738316,0.0017495626093476631,3
93,[2.24 8.92 4.  ],18633,2716,10873,5044,10,3,3,4,26,21,43,0.0011270326839478344,0.002307733590940804,0
93,[2.24 8.92 4.  ],18633,2716,10873,5044,13,1,8,4,35,28,57,0.0015027102452637793,0.0030590887135726937,1
93,[2.24 8.92 4.  ],18633,2716,10873,5044,7,2,2,3,18,16,32,0.0008586915687221596,0.0017173831374443192,2
93,[2.24 8.92 4.  ],18633,2716,10873,5044,6,1,2,3,15,15,27,0.0008050233456770246,0.0014490420222186442,3
94,[2.24 8.92 6.79],21790,2667,10868,8255,20,5,10,5,55,35,81,0.0016062413951353832,0.0037173015144561727,0
94,[2.24 8.92 6.79],21790,2667,10868,8255,12,2,6,4,32,27,45,0.0012391005048187243,0.002065167508031207,1
94,[2.24 8.92 6.79],21790,2667,10868,8255,10,3,3,4,26,22,47,0.0010096374483708123,0.002156952730610372,2
94,[2.24 8.92 6.79],21790,2667,10868,8255,9,2,3,4,23,23,45,0.0010555300596603947,0.002065167508031207,3
95,[2.24 8.92 7.11],21893,2678,10704,8511,11,3,5,3,30,23,42,0.0010505641072488924,0.0019184214132371077,0
95,[2.24 8.92 7.11],21893,2678,10704,8511,10,1,5,4,26,21,39,0.0009592107066185539,0.0017813913122916001,1
95,[2.24 8.92 7.11],21893,2678,10704,8511,11,4,3,4,29,23,45,0.0010505641072488924,0.0020554515141826156,2
95,[2.24 8.92 7.11],21893,2678,10704,8511,8,1,3,4,20,20,37,0.0009135340063033846,0.0016900379116612616,3
96,[2.24 8.92 8.09],23151,2690,10839,9622,19,3,10,6,51,32,77,0.0013822297092998142,0.003325990238002678,0
96,[2.24 8.92 8.09],23151,2690,10839,9622,13,1,7,5,34,27,53,0.0011662563172217184,0.0022893179560278176,1
96,[2.24 8.92 8.09],23151,2690,10839,9622,11,3,3,5,28,23,46,0.0009934776035592414,0.001986955207118483,2
96,[2.24 8.92 8.09],23151,2690,10839,9622,9,1,3,5,22,22,41,0.0009502829251436223,0.001770981815040387,3
97,[2.24 8.92 8.92],24033,2685,10719,10629,18,3,9,6,48,36,87,0.0014979403320434402,0.0036200224691049806,0
97,[2.24 8.92 8.92],24033,2685,10719,10629,15,1,8,6,39,31,59,0.0012898930637040736,0.0024549577664045273,1
97,[2.24 8.92 8.92],24033,2685,10719,10629,13,4,3,6,33,27,54,0.0011234552490325801,0.0022469104980651603,2
97,[2.24 8.92 8.92],24033,2685,10719,10629,10,1,3,6,24,24,43,0.0009986268880289601,0.0017892065077185536,3
98,[4.   0.59 0.59],6145,4701,706,738,4,2,1,1,11,9,13,0.0014646053702196907,0.002115541090317331,0
98,[4.   0.59 0.59],6145,4701,706,738,5,2,2,1,14,12,14,0.001952807160292921,0.002278275020341741,1
98,[4.   0.59 0.59],6145,4701,706,738,4,3,0,1,11,9,16,0.0014646053702196907,0.0026037428803905613,2
98,[4.   0.59 0.59],6145,4701,706,738,3,2,0,1,8,8,10,0.0013018714401952806,0.0016273393002441008,3
99,[4.   0.59 2.24],8304,4786,729,2789,8,4,3,1,23,16,20,0.0019267822736030828,0.0024084778420038534,0
99,[4.   0.59 2.24],8304,4786,729,2789,5,2,2,1,14,13,16,0.0015655105973025048,0.0019267822736030828,1
99,[4.   0.59 2.24],8304,4786,729,2789,5,3,1,1,14,11,19,0.0013246628131021194,0.002288053949903661,2
99,[4.   0.59 2.24],8304,4786,729,2789,4,2,1,1,11,11,15,0.0013246628131021194,0.0018063583815028901,3
100,[4.   0.59 4.  ],10310,4847,669,4794,8,2,3,3,21,15,31,0.001454898157129001,0.0030067895247332687,0
100,[4.   0.59 4.  ],10310,4847,669,4794,9,3,3,3,24,21,38,0.0020368574199806015,0.0036857419980601356,1
100,[4.   0.59 4.  ],10310,4847,669,4794,5,2,1,2,13,11,16,0.001066925315227934,0.0015518913676042677,2
100,[4.   0.59 4.  ],10310,4847,669,4794,6,3,1,2,16,16,22,0.0015518913676042677,0.002133850630455868,3
101,[4.   0.59 6.79],13532,4716,690,8126,11,3,4,4,29,20,48,0.0014779781259237363,0.0035471475022169673,0
101,[4.   0.59 6.79],13532,4716,690,8126,10,2,4,4,26,22,45,0.00162577593851611,0.0033254507833284067,1
101,[4.   0.59 6.79],13532,4716,690,8126,7,2,1,4,17,16,20,0.0011823825007389892,0.0014779781259237363,2
101,[4.   0.59 6.79],13532,4716,690,8126,7,2,1,4,17,17,22,0.001256281407035176,0.00162577593851611,3
102,[4.   0.59 7.11],13976,4870,686,8420,9,3,2,4,23,18,44,0.0012879221522610188,0.0031482541499713796,0
102,[4.   0.59 7.11],13976,4870,686,8420,8,2,2,4,20,18,40,0.0012879221522610188,0.0028620492272467086,1
